10000.000000	834.000000	10742.187500
10232.929923	834.000000	9765.625000
10471.285481	838.000000	10742.187500
10715.193052	838.000000	10742.187500
10964.781961	835.000000	10742.187500
11220.184543	835.000000	11718.750000
11481.536215	833.000000	10742.187500
11748.975549	835.000000	11718.750000
12022.644346	836.000000	12695.312500
12302.687708	835.000000	11718.750000
12589.254118	838.000000	12695.312500
12882.495517	834.000000	12695.312500
13182.567386	832.000000	12695.312500
13489.628826	833.000000	13671.875000
13803.842646	834.000000	13671.875000
14125.375446	835.000000	14648.437500
14454.397707	834.000000	13671.875000
14791.083882	833.000000	15625.000000
15135.612484	833.000000	14648.437500
15488.166189	833.000000	15625.000000
15848.931925	834.000000	15625.000000
16218.100974	836.000000	15625.000000
16595.869074	834.000000	15625.000000
16982.436525	834.000000	17578.125000
17378.008287	838.000000	16601.562500
17782.794100	834.000000	18554.687500
18197.008586	835.000000	17578.125000
18620.871367	834.000000	18554.687500
19054.607180	833.000000	18554.687500
19498.445998	834.000000	19531.250000
19952.623150	834.000000	19531.250000
20417.379447	836.000000	19531.250000
20892.961309	835.000000	20507.812500
21379.620895	835.000000	21484.375000
21877.616239	836.000000	21484.375000
22387.211386	837.000000	22460.937500
22908.676528	831.000000	23437.500000
23442.288153	834.000000	22460.937500
23988.329190	834.000000	23437.500000
24547.089157	835.000000	23437.500000
25118.864315	835.000000	24414.062500
25703.957828	834.000000	25390.625000
26302.679919	833.000000	25390.625000
26915.348039	835.000000	27343.750000
27542.287033	834.000000	54687.500000
28183.829313	836.000000	28320.312500
28840.315031	835.000000	28320.312500
29512.092267	837.000000	58593.750000
30199.517204	835.000000	30273.437500
30902.954325	837.000000	31250.000000
31622.776602	837.000000	32226.562500
32359.365693	834.000000	31250.000000
33113.112148	837.000000	32226.562500
33884.415614	836.000000	34179.687500
34673.685045	837.000000	35156.250000
35481.338923	835.000000	35156.250000
36307.805477	835.000000	72265.625000
37153.522910	837.000000	37109.375000
38018.939632	837.000000	38085.937500
38904.514499	837.000000	39062.500000
39810.717055	836.000000	40039.062500
40738.027780	836.000000	40039.062500
41686.938347	836.000000	41015.625000
42657.951880	836.000000	42968.750000
43651.583224	838.000000	42968.750000
44668.359215	840.000000	43945.312500
45708.818961	837.000000	44921.875000
46773.514129	837.000000	45898.437500
47863.009232	839.000000	46875.000000
48977.881937	836.000000	47851.562500
50118.723363	834.000000	49804.687500
51286.138399	838.000000	51757.812500
52480.746025	836.000000	52734.375000
53703.179637	837.000000	53710.937500
54954.087386	835.000000	53710.937500
56234.132519	836.000000	56640.625000
57543.993734	838.000000	56640.625000
58884.365536	837.000000	58593.750000
60255.958607	837.000000	59570.312500
61659.500186	838.000000	61523.437500
63095.734448	837.000000	63476.562500
64565.422903	838.000000	64453.125000
66069.344801	842.000000	66406.250000
67608.297539	837.000000	66406.250000
69183.097092	836.000000	69335.937500
70794.578438	837.000000	70312.500000
72443.596007	840.000000	72265.625000
74131.024130	837.000000	74218.750000
75857.757503	837.000000	75195.312500
77624.711663	838.000000	77148.437500
79432.823472	839.000000	79101.562500
81283.051616	839.000000	81054.687500
83176.377110	838.000000	82031.250000
85113.803820	839.000000	84960.937500
87096.358996	837.000000	85937.500000
89125.093813	836.000000	88867.187500
91201.083936	837.000000	90820.312500
93325.430080	837.000000	91796.875000
95499.258602	837.000000	94726.562500
97723.722096	840.000000	96679.687500
100000.000000	840.000000	98632.812500
102329.299228	836.000000	101562.500000
104712.854805	840.000000	104492.187500
107151.930524	837.000000	106445.312500
109647.819614	844.000000	109375.000000
112201.845430	838.000000	111328.125000
114815.362150	837.000000	113281.250000
117489.755494	837.000000	117187.500000
120226.443462	838.000000	120117.187500
123026.877081	837.000000	122070.312500
125892.541179	841.000000	125976.562500
128824.955169	837.000000	128906.250000
131825.673856	842.000000	130859.375000
134896.288259	841.000000	133789.062500
138038.426460	841.000000	136718.750000
141253.754462	839.000000	139648.437500
144543.977075	841.000000	143554.687500
147910.838817	839.000000	147460.937500
151356.124844	841.000000	150390.625000
154881.661891	838.000000	153320.312500
158489.319246	841.000000	158203.125000
162181.009736	845.000000	160156.250000
165958.690744	840.000000	164062.500000
169824.365246	840.000000	168945.312500
173780.082875	838.000000	172851.562500
177827.941004	839.000000	176757.812500
181970.085861	839.000000	181640.625000
186208.713666	841.000000	184570.312500
190546.071796	838.000000	189453.125000
194984.459976	835.000000	193359.375000
199526.231497	837.000000	198242.187500
204173.794467	837.000000	203125.000000
208929.613085	840.000000	208007.812500
213796.208950	835.000000	212890.625000
218776.162395	839.000000	216796.875000
223872.113857	835.000000	222656.250000
229086.765277	833.000000	227539.062500
234422.881532	835.000000	233398.437500
239883.291902	836.000000	238281.250000
245470.891568	838.000000	243164.062500
251188.643151	837.000000	249023.437500
257039.578277	835.000000	255859.375000
263026.799190	836.000000	261718.750000
269153.480393	836.000000	267578.125000
275422.870334	836.000000	275390.625000
281838.293126	837.000000	279296.875000
288403.150313	837.000000	286132.812500
295120.922667	836.000000	293945.312500
301995.172040	818.000000	300781.250000
309029.543251	837.000000	307617.187500
316227.766017	837.000000	313476.562500
323593.656930	838.000000	322265.625000
331131.121483	837.000000	328125.000000
338844.156139	836.000000	335937.500000
346736.850453	836.000000	343750.000000
354813.389234	836.000000	22460.937500
363078.054770	836.000000	360351.562500
371535.229097	835.000000	367187.500000
380189.396321	835.000000	377929.687500
389045.144994	834.000000	385742.187500
398107.170553	835.000000	394531.250000
407380.277804	837.000000	404296.875000
416869.383470	835.000000	416015.625000
426579.518802	834.000000	423828.125000
436515.832240	837.000000	432617.187500
446683.592151	834.000000	443359.375000
457088.189615	834.000000	453125.000000
467735.141287	837.000000	463867.187500
478630.092323	836.000000	474609.375000
489778.819368	836.000000	487304.687500
